data,score
"Job Title: Frontend Developer, Experience: 6 years, Skills: JavaScript, MongoDB, Node.js, React, Education: PhD in Artificial Intelligence, Certifications: Udacity Frontend Nanodegree, Microsoft Certified: Azure Developer Proven track record with multiple successful projects and leadership experience in high-impact roles.",76
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,34
"Job Title: Cloud Architect, Experience: 8 years, Skills: Kubernetes, Azure, AWS, Google Cloud, Education: BSc Computer Science, Certifications: Certified Ethical Hacker (CEH)",66
"Job Title: Cloud Architect, Experience: 8 years, Skills: Kubernetes, Azure, AWS, Google Cloud, Education: BSc Computer Science, Certifications: Certified Ethical Hacker (CEH) Proven track record with multiple successful projects and leadership experience in high-impact roles.",84
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,37
"Job Title: Web Developer, Experience: 2 years, Skills: Bootstrap, JavaScript, CSS, HTML, Education: PhD in Artificial Intelligence, Certifications: None",61
"Job Title: Web Developer, Experience: 2 years, Skills: Bootstrap, JavaScript, CSS, HTML, Education: PhD in Artificial Intelligence, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",95
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,34
"Job Title: IT Support Specialist, Experience: 5 years, Skills: Linux, Windows, Networking, Troubleshooting, Education: BSc Computer Science, Certifications: Udacity Frontend Nanodegree, Google Data Analytics Certificate",64
"Job Title: IT Support Specialist, Experience: 5 years, Skills: Linux, Windows, Networking, Troubleshooting, Education: BSc Computer Science, Certifications: Udacity Frontend Nanodegree, Google Data Analytics Certificate Proven track record with multiple successful projects and leadership experience in high-impact roles.",73
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,16
"Job Title: IT Support Specialist, Experience: 9 years, Skills: Troubleshooting, Linux, Networking, Windows, Education: PhD in Artificial Intelligence, Certifications: Kubernetes Certified Administrator, Cisco Certified Network Associate (CCNA)",46
"Job Title: IT Support Specialist, Experience: 9 years, Skills: Troubleshooting, Linux, Networking, Windows, Education: PhD in Artificial Intelligence, Certifications: Kubernetes Certified Administrator, Cisco Certified Network Associate (CCNA) Proven track record with multiple successful projects and leadership experience in high-impact roles.",89
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,36
"Job Title: DevOps Engineer, Experience: 13 years, Skills: Kubernetes, CI/CD, Terraform, Docker, Education: Diploma in Web Development, Certifications: None",55
"Job Title: DevOps Engineer, Experience: 13 years, Skills: Kubernetes, CI/CD, Terraform, Docker, Education: Diploma in Web Development, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",77
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,29
"Job Title: Web Developer, Experience: 1 years, Skills: JavaScript, CSS, Bootstrap, HTML, Education: BSc Information Technology, Certifications: None",45
"Job Title: Web Developer, Experience: 1 years, Skills: JavaScript, CSS, Bootstrap, HTML, Education: BSc Information Technology, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",82
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,18
"Job Title: Frontend Developer, Experience: 12 years, Skills: MongoDB, Node.js, JavaScript, React, Education: BSc Computer Science, Certifications: None",53
"Job Title: Frontend Developer, Experience: 12 years, Skills: MongoDB, Node.js, JavaScript, React, Education: BSc Computer Science, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",71
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,40
"Job Title: IT Support Specialist, Experience: 7 years, Skills: Networking, Linux, Troubleshooting, Windows, Education: BSc Computer Science, Certifications: AWS Certified Developer",43
"Job Title: IT Support Specialist, Experience: 7 years, Skills: Networking, Linux, Troubleshooting, Windows, Education: BSc Computer Science, Certifications: AWS Certified Developer Proven track record with multiple successful projects and leadership experience in high-impact roles.",96
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,24
"Job Title: Frontend Developer, Experience: 13 years, Skills: JavaScript, React, Node.js, MongoDB, Education: BEng Software Engineering, Certifications: Microsoft Certified: Azure Developer, Kubernetes Certified Administrator",60
"Job Title: Frontend Developer, Experience: 13 years, Skills: JavaScript, React, Node.js, MongoDB, Education: BEng Software Engineering, Certifications: Microsoft Certified: Azure Developer, Kubernetes Certified Administrator Proven track record with multiple successful projects and leadership experience in high-impact roles.",81
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,27
"Job Title: Cloud Architect, Experience: 8 years, Skills: Azure, Google Cloud, AWS, Kubernetes, Education: BSc Information Technology, Certifications: Red Hat Certified Engineer (RHCE)",46
"Job Title: Cloud Architect, Experience: 8 years, Skills: Azure, Google Cloud, AWS, Kubernetes, Education: BSc Information Technology, Certifications: Red Hat Certified Engineer (RHCE) Proven track record with multiple successful projects and leadership experience in high-impact roles.",74
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,17
"Job Title: Machine Learning Engineer, Experience: 14 years, Skills: TensorFlow, Deep Learning, PyTorch, Python, Education: BSc Information Technology, Certifications: Udacity Frontend Nanodegree",65
"Job Title: Machine Learning Engineer, Experience: 14 years, Skills: TensorFlow, Deep Learning, PyTorch, Python, Education: BSc Information Technology, Certifications: Udacity Frontend Nanodegree Proven track record with multiple successful projects and leadership experience in high-impact roles.",87
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,20
"Job Title: DevOps Engineer, Experience: 15 years, Skills: Docker, Kubernetes, Terraform, CI/CD, Education: MSc Data Science, Certifications: AWS Certified Developer",56
"Job Title: DevOps Engineer, Experience: 15 years, Skills: Docker, Kubernetes, Terraform, CI/CD, Education: MSc Data Science, Certifications: AWS Certified Developer Proven track record with multiple successful projects and leadership experience in high-impact roles.",88
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,28
"Job Title: Machine Learning Engineer, Experience: 14 years, Skills: Deep Learning, Python, PyTorch, TensorFlow, Education: BSc Information Technology, Certifications: Red Hat Certified Engineer (RHCE)",49
"Job Title: Machine Learning Engineer, Experience: 14 years, Skills: Deep Learning, Python, PyTorch, TensorFlow, Education: BSc Information Technology, Certifications: Red Hat Certified Engineer (RHCE) Proven track record with multiple successful projects and leadership experience in high-impact roles.",79
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,28
